Experiment_identifier_1,Experiment_identifier_2,TargetOchConc,Control_Type,Time_0,Time_1,Time_2,Time_3,Prey_0,Prey_1,Prey_2,Prey_3,Pred_0,Pred_1,Pred_2,Pred_3
1393 R,A,0,Prey_Free,0,1,2,3,0,57,741,1026,350,130,130,90
1393 R,A,25000,Treatment,0,1,2,3,22225,24678,1709,3532,430,240,350,430
1393 R,A,50000,Treatment,0,1,2,3,45024,56254,3703,10198,420,280,320,510
1393 R,A,75000,Treatment,0,1,2,3,60239,78762,7407,13047,430,310,330,500
1393 R,A,100000,Treatment,0,1,2,3,87654,134214,12706,18572,450,390,280,520
1393 R,A,125000,Treatment,0,1,2,3,127430,188747,9002,24498,490,400,320,320
1393 R,B,0,Predator_Free,0,1,2,3,0,57,285,114,0,0,0,0
1393 R,B,25000,Predator_Free,0,1,2,3,21996,31797,6552,8205,0,0,0,0
1393 R,B,50000,Predator_Free,0,1,2,3,39035,64338,20282,18174,0,0,0,0
1393 R,B,75000,Predator_Free,0,1,2,3,51748,97108,29909,32645,0,0,0,0
1393 R,B,100000,Predator_Free,0,1,2,3,74144,138886,28543,55149,0,0,0,0
1393 R,B,125000,Predator_Free,0,1,2,3,107308,171927,28658,45979,0,0,0,0
1393 R,B,0,Prey_Free,0,1,2,3,57,0,399,627,350,150,80,150
1393 R,B,25000,Treatment,0,1,2,3,23766,23140,1253,2507,350,180,380,530
1393 R,B,50000,Treatment,0,1,2,3,45992,54885,2735,5470,520,460,470,780
1393 R,B,75000,Treatment,0,1,2,3,58587,82699,7806,10312,380,400,480,680
1393 R,B,100000,Treatment,0,1,2,3,90502,136775,8603,13502,580,260,300,510
1393 R,B,125000,Treatment,0,1,2,3,116488,176415,9515,19486,540,320,270,390
1393 R,C,0,Predator_Free,0,1,2,3,798,1082,0,57,0,0,0,0
1393 R,C,25000,Predator_Free,0,1,2,3,20058,31399,4843,6552,0,0,0,0
1393 R,C,50000,Predator_Free,0,1,2,3,42684,69928,12363,20340,0,0,0,0
1393 R,C,75000,Predator_Free,0,1,2,3,58869,97513,31563,36917,0,0,0,0
1393 R,C,100000,Predator_Free,0,1,2,3,111640,141385,24157,44950,0,0,0,0
1393 R,C,125000,Predator_Free,0,1,2,3,107997,163898,42218,56855,0,0,0,0
1393 R,C,0,Prey_Free,0,1,2,3,285,114,741,684,180,180,30,60
1393 R,C,25000,Treatment,0,1,2,3,23023,26955,1937,3020,310,350,380,400
1393 R,C,50000,Treatment,0,1,2,3,46276,58474,3020,7806,300,330,420,550
1393 R,C,75000,Treatment,0,1,2,3,52605,63951,5583,18973,490,410,500,780
1393 R,C,100000,Treatment,0,1,2,3,93177,122079,8606,17664,530,400,410,390
1393 R,C,125000,Treatment,0,1,2,3,132107,174997,11224,16924,500,400,430,320
1391 R,A,0,Predator_Free,0,1,2,3,57,5719,114,1823,0,0,0,0
1391 R,A,25000,Predator_Free,0,1,2,3,43932,4924,23757,50249,0,0,0,0
1391 R,A,50000,Predator_Free,0,1,2,3,86787,4892,47002,49225,0,0,0,0
1391 R,A,75000,Predator_Free,0,1,2,3,125201,4995,59995,124858,0,0,0,0
1391 R,A,100000,Predator_Free,0,1,2,3,153587,4897,99588,96287,0,0,0,0
1391 R,A,125000,Predator_Free,0,1,2,3,185567,5018,138232,114750,0,0,0,0
1391 R,A,0,Prey_Free,0,1,2,3,0,0,1368,5299,220,320,130,150
1391 R,A,25000,Treatment,0,1,2,3,43821,5005,20853,28035,250,380,380,690
1391 R,A,50000,Treatment,0,1,2,3,83657,5048,31400,26722,170,320,420,790
1391 R,A,75000,Treatment,0,1,2,3,128792,4911,64441,41652,180,340,630,1010
1391 R,A,100000,Treatment,0,1,2,3,154543,4842,80342,47745,250,270,350,1020
1391 R,A,125000,Treatment,0,1,2,3,215657,4979,118529,78400,200,380,730,890
1391 R,B,0,Predator_Free,0,1,2,3,912,4642,0,171,0,0,0,0
1391 R,B,25000,Predator_Free,0,1,2,3,48663,4861,25525,42331,0,0,0,0
1391 R,B,50000,Predator_Free,0,1,2,3,96924,5012,42161,57354,0,0,0,0
1391 R,B,75000,Predator_Free,0,1,2,3,125699,5071,66430,90415,0,0,0,0
1391 R,B,100000,Predator_Free,0,1,2,3,164808,4925,111491,111434,0,0,0,0
1391 R,B,125000,Predator_Free,0,1,2,3,201437,4972,137880,119871,0,0,0,0
1391 R,B,0,Prey_Free,0,1,2,3,57,7074,114,57,340,230,240,140
1391 R,B,25000,Treatment,0,1,2,3,43203,5108,14644,18975,220,370,780,460
1391 R,B,50000,Treatment,0,1,2,3,83434,4912,32019,36351,250,420,720,480
1391 R,B,75000,Treatment,0,1,2,3,118366,5005,50371,22903,340,220,590,630
1391 R,B,100000,Treatment,0,1,2,3,166356,4899,75436,38742,280,270,530,720
1391 R,B,125000,Treatment,0,1,2,3,182724,4919,121590,89676,240,330,600,860
1391 R,C,0,Predator_Free,0,1,2,3,0,0,0,57,0,0,0,0
1391 R,C,25000,Predator_Free,0,1,2,3,45082,4843,22336,25180,0,0,0,0
1391 R,C,50000,Predator_Free,0,1,2,3,85320,4874,40167,53328,0,0,0,0
1391 R,C,75000,Predator_Free,0,1,2,3,122342,4937,84098,84439,0,0,0,0
1391 R,C,100000,Predator_Free,0,1,2,3,167083,4939,93150,156334,0,0,0,0
1391 R,C,125000,Predator_Free,0,1,2,3,192074,4914,122213,140212,0,0,0,0
1391 R,C,0,Prey_Free,0,1,2,3,114,1739,171,0,220,200,110,80
1391 R,C,25000,Treatment,0,1,2,3,42177,4974,15670,12534,230,220,430,330
1391 R,C,50000,Treatment,0,1,2,3,91218,4940,33051,17037,320,350,590,550
1391 R,C,75000,Treatment,0,1,2,3,122472,4928,51223,21425,280,430,330,570
1391 R,C,100000,Treatment,0,1,2,3,152212,4886,73058,52761,280,250,480,760
1391 R,C,125000,Treatment,0,1,2,3,196769,4910,121595,92706,290,210,150,630
1391,A,0,Predator_Free,0,1,2,3,0,228,0,228,0,0,0,0
1391,A,25000,Predator_Free,0,1,2,3,9117,8148,11568,12477,0,0,0,0
1391,A,50000,Predator_Free,0,1,2,3,19433,20741,15498,14870,0,0,0,0
1391,A,75000,Predator_Free,0,1,2,3,29515,28036,35447,30197,0,0,0,0
1391,A,100000,Predator_Free,0,1,2,3,45980,37036,42455,32978,0,0,0,0
1391,A,125000,Predator_Free,0,1,2,3,47064,50715,45818,45771,0,0,0,0
1391,A,0,Prey_Free,0,1,2,3,285,0,0,114,1060,860,680,390
1391,A,25000,Treatment,0,1,2,3,9119,2907,4901,7920,1020,570,720,750
1391,A,50000,Treatment,0,1,2,3,15272,8718,6953,6268,620,1030,870,1030
1391,A,75000,Treatment,0,1,2,3,27469,6496,7466,11110,1000,820,1080,940
1391,A,100000,Treatment,0,1,2,3,37959,14018,9402,11909,1030,840,1350,1300
1391,A,125000,Treatment,0,1,2,3,56192,17721,12422,18346,920,1330,930,900
1391,B,0,Predator_Free,0,1,2,3,57,0,0,57,0,0,0,0
1391,B,25000,Predator_Free,0,1,2,3,9858,10656,12195,15611,0,0,0,0
1391,B,50000,Predator_Free,0,1,2,3,16183,18462,18178,33156,0,0,0,0
1391,B,75000,Predator_Free,0,1,2,3,32818,24672,31567,38172,0,0,0,0
1391,B,100000,Predator_Free,0,1,2,3,50313,45645,43992,63526,0,0,0,0
1391,B,125000,Predator_Free,0,1,2,3,63421,47631,59607,76622,0,0,0,0
1391,B,0,Prey_Free,0,1,2,3,57,171,171,114,840,730,790,580
1391,B,25000,Treatment,0,1,2,3,7124,2963,4046,5869,1130,1050,830,810
1391,B,50000,Treatment,0,1,2,3,15045,5527,5642,10827,1010,500,880,990
1391,B,75000,Treatment,0,1,2,3,27298,7067,11874,16810,860,1120,1050,1040
1391,B,100000,Treatment,0,1,2,3,43651,13676,15728,17095,820,980,1220,1210
1391,B,125000,Treatment,0,1,2,3,47584,17551,19600,23019,1060,1000,1340,940
1391,C,0,Predator_Free,0,1,2,3,0,114,114,0,0,0,0,0
1391,C,25000,Predator_Free,0,1,2,3,7864,7977,10770,19206,0,0,0,0
1391,C,50000,Predator_Free,0,1,2,3,18519,13618,16865,23990,0,0,0,0
1391,C,75000,Predator_Free,0,1,2,3,31794,20228,30603,49974,0,0,0,0
1391,C,100000,Predator_Free,0,1,2,3,40233,27577,34699,47180,0,0,0,0
1391,C,125000,Predator_Free,0,1,2,3,69238,41137,38007,69281,0,0,0,0
1391,C,0,Prey_Free,0,1,2,3,171,0,57,342,940,790,730,330
1391,C,25000,Treatment,0,1,2,3,6496,2736,4730,10713,780,630,890,810
1391,C,50000,Treatment,0,1,2,3,12937,4844,9174,6723,890,870,840,1090
1391,C,75000,Treatment,0,1,2,3,22337,4672,5698,12194,580,1070,1060,930
1391,C,100000,Treatment,0,1,2,3,34762,9003,12708,22677,980,1080,1180,1430
1391,C,125000,Treatment,0,1,2,3,41710,14303,11510,18231,420,1480,1350,1480
